day,CLF17,CLG17,CLH17,CLJ17,CLK17,CLM17,CLN17,CLQ17,CLU17,CLZ17,CSZ16,CSF17,CSG17,CSH17,CSJ17,CSK17,CSM17,CSN17,CSQ17,CSU17,CSV17,CSX17,CSZ17,WBSF17,WBSG17,WBSH17,WBSJ17,WBSK17,WBSM17,WBSN17,WBSQ17,WBSU17,WBSZ17,WSPZ16,WSPF17,WSPG17,WSPH17,WSPJ17,WSPK17,WSPM17,0
104,0.032833,0.0162866,0.00723208,0.0368266,-0.0167379,-0.00554579,0.000712378,0.0406886,0.0523993,-0.00912817,-0.0312291,-0.0278869,0.0159718,-0.00782099,-0.0088308,0.0135983,-0.00298571,0.00390464,0.0163032,-0.00746083,0.000984058,-0.00811881,0.00790429,0.00158416,0.00196223,0.00485791,-0.00334965,-0.0169759,0.00020842,0.00205212,0.0272109,-0.00211461,0.000596896,-0.00281124,0.0327056,0.00949709,0.00616552,-0.00941152,0.0105343,0.00914519,
105,0.0292916,0.0281339,-0.0251305,0.0120588,-0.0485331,-0.0335963,-0.0613988,0.0238722,0.0478249,-0.0236887,-0.0323741,0.0127273,0.0120457,0.0179549,0.00908767,-0.00185759,0.00491979,0.00143296,-0.00390202,-0.00776748,0.00629178,-0.00399281,-0.00635863,-0.00553578,3.47E-18,0.00749335,-0.0178387,0.0060241,-0.017712,0.00184313,-0.0115174,0.00254291,-0.00238616,0.000402739,0.035272,0.0283836,-0.0118515,-0.0294077,-0.00428876,0.00694466,
106,0.0154423,-0.0102182,-0.00535655,-0.0116984,-0.0770841,-0.025475,-0.0525218,-0.011566,0.0233838,-0.00885808,0.00357449,0.0139637,-0.0040347,-0.0165627,0.0215434,-0.0122002,0.00659855,0.00122649,-0.0104461,0.000757576,-0.00273544,0.00801764,-0.000853242,0.00457256,0.00660955,-0.00119962,-0.000263227,0.00958084,0.00487908,0.0026574,-0.00029129,-0.00295921,-0.000199322,-0.00181159,0.018195,0.00228702,-0.0071212,0.0238804,0.00084887,-0.00055669,
107,-0.00238975,-0.00279965,0.00572198,0.0219202,-0.0113425,-0.136337,-0.0572343,0.0464339,0.02065,0.0153487,-0.00598376,0.00255754,0.0113429,0.0111549,-0.00293863,-0.00795478,0.0169169,-0.0134749,-0.00219925,0.000757002,0.00137147,0.000795387,0.00960717,3.69E-17,-0.0077821,0.00360317,0.0076356,-0.0110716,-0.00358877,0.00366972,0.0259324,0.00869197,0.00179426,0.000201654,-0.019009,-0.00357828,0.00284832,0.0101208,-0.00197902,0.00748855,
108,-0.0248258,0.00122829,-0.00468541,-0.0049335,-0.0193992,-0.0438127,-0.0424538,0.00656727,0.00191548,-0.0135859,0.0131862,0.0209969,-0.020028,0.0162232,0.00537448,0.0177253,0.0116448,-0.00206954,-0.00286533,-0.00100857,-0.00215222,-0.000794755,0.00888137,-0.00158322,-0.000735294,0.00359023,0.000261301,-0.0115954,0.00402542,-0.00203128,0.0150525,-0.00420345,-0.00179104,-0.000604839,-0.0162566,-0.00249818,-0.00544092,0.0124116,-0.0108904,-0.00113643,
109,-0.0252345,0.0266386,0.000336247,-0.00754473,-0.00425441,0.093914,0.037464,0.0338565,0.0271239,0.00504365,0.0203706,0.000768787,0.0230942,0.0157514,0.0067253,0.00601286,-0.0113052,0.00580672,-0.00243148,0.0181726,-0.00627451,-0.0135216,-5.15E-18,-0.00138751,-0.00147167,-0.0157405,0.0185475,0.00647249,0.00738552,0.00264604,0.00335758,0.00443225,0.00119617,-0.00423643,-0.0163039,0.0164354,-0.00643408,0.00256832,-0.0176929,-0.0188494,
110,0.00297824,0.0179242,0.0213445,-0.0188966,0.005768,0.021263,-0.00918803,-0.00221729,-0.0201256,0.0108087,0.016498,-0.031112,0.014183,-0.00775356,0.0167866,0.000618302,0.0209979,-0.00907216,0.000886328,0.00223104,0.00651144,0.00282201,-0.0025152,-0.000396983,0.0036846,-0.00872304,0.000769428,-0.00482315,-0.00418936,0.00304507,-0.00250976,0.0014709,0.00238949,0.000405186,-0.00389981,0.0144756,0.0137826,-0.00444035,-0.0253005,-0.0149806,
111,0.0123344,-0.00804964,-0.0083923,-0.021253,-0.0201784,-0.0887602,-0.0155273,0.00598291,0.0186394,0.00171854,-0.0174577,-0.0378593,0.00610597,0.0242872,-0.0203841,0.00329557,0.0103849,-0.0101956,0.0015497,0.0234974,0.0068614,-0.00683417,0.00546333,-0.00496426,0.00342633,-0.00415546,-0.00179395,0.0109047,-0.00168279,-0.00283343,0.00335477,0.00272765,3.63E-17,-0.000810045,0.000376449,0.00298538,-0.0024936,0.00751364,-0.00910662,-0.0814827,
112,0.00767148,-0.00371936,-0.00448058,0.00203574,-0.0292651,0.0130562,-0.0273823,-0.0141037,-0.0184149,0.0135341,-0.0365075,0.0026782,0.00587314,0.0138144,-0.00343938,0.00554301,0.00604595,0.00966996,-0.00641026,-0.000241663,0.00116822,0.00222627,0.00898642,-0.00618639,-0.00097561,0.00441826,0.0195122,0.000599281,0.000632111,0.00284149,-0.0105879,0.00292948,0.000397298,-0.00263478,0.00647249,-0.00176571,-0.00458873,-0.0103521,0.00291809,-0.0142714,
113,-0.0273175,0.0249448,0.0100017,0.0194131,-0.0178651,0.0115313,-0.0628378,0.0103413,-0.00118737,-0.0116607,0.00172886,-0.00123279,0.00330868,-0.00874517,0.00396894,-0.00244998,-0.00380609,0.000208203,0.0028921,0.000483442,0.00116686,0.00767367,-0.00476388,-0.00702811,-0.00488281,-0.000733138,-0.00302191,0.00838491,-0.000210571,0.00303582,0.00478738,-0.00271229,0.00456712,-0.00121926,-0.0381365,0.0180927,0.00402504,-0.0052302,0.00300993,0.0407984,
114,0.0280847,0.00877483,0.0183199,0.0190434,-0.026603,-0.038223,-0.03677,-0.0388946,0.0257965,0.0439581,-0.0120811,0.00740588,-0.0195926,0.00820681,0.00257821,0.00102333,-0.00824452,-0.0020816,-0.0135315,-0.00217444,-0.0135975,0.00360721,-0.0024974,0.00222447,-0.00515211,0.0070922,-0.014145,0.00376163,0.000210615,0.00484262,0.0134529,0.00209205,0.000197668,0.00162767,0.0398041,0.000794242,0.00873737,-0.00622622,-0.0052349,0.0133027,
115,0.0351545,-0.0326604,0.010859,0.0149935,-0.00583976,-0.00801813,-0.0167166,0.0477458,0.00880751,0.00145826,0.0110642,-0.0351235,0.0189949,-0.00630851,-0.0171438,0.0204457,0.0204785,-0.0173133,-0.00899483,0.0198547,-0.00275699,-0.00239617,-0.00709368,-0.00484262,0.00345253,0.00461389,-0.00409941,-0.0112426,0.0035797,0.00180723,0.0276549,0.00208768,0.00750988,0.00345318,0.0442617,-0.0269828,0.00631793,0.00247128,-0.00663672,-0.0342863,
116,0.0101666,0.00763488,-0.013949,-0.0117748,-0.0253759,0.0560534,0.0116722,0.0105031,0.0232051,0.0242082,-0.0132469,-0.00698413,-0.0112621,0.00921565,-0.0167452,0.00140252,-0.0087423,-0.00488219,-0.0251872,-0.0125831,0.0363349,0.000800641,0.00861526,-0.00750203,-0.00417793,0.000725163,-0.00282995,0.00139637,0.0020982,-0.000400882,-0.0301399,-0.01875,-0.00490388,0.00161943,-0.00193313,-0.0040781,-0.0040505,0.00993021,-0.0115063,0.00531346,
117,-0.0104925,-0.0023573,0.00845528,-0.0407279,0.0262777,-0.0276206,-0.0466516,0.0400671,0.0460312,-0.0231029,0.0102145,-0.00255754,-0.0194423,-0.00507305,-0.00390279,-0.00480192,-0.0256564,0.00319966,0.0283985,-0.0096177,0.00323933,0.0012,0.0104167,0.0173647,-0.00987167,-0.0137681,-0.0128999,0.00796813,-0.00690955,-1.14E-17,-0.0338513,0.0106157,0.000394244,0.00141471,0.00652798,-0.00424835,0.00101674,0.00972943,0.00119474,0.00978138,
118,0.0326769,0.0253165,0.00951306,-0.000677507,-0.0213766,0.0179671,0.053407,-0.0159574,-0.02533,0.0145534,0.0365449,0.0504274,0.0358502,-0.00367122,-0.00480855,-0.00321673,0.00349722,0.00807995,0.0101856,0.0162661,-0.0237417,-0.00499401,-0.00824742,0.00200803,0.00697906,0.00465344,-0.0151594,0.00652174,0.000421674,-0.0126328,0.0097645,0.00210084,0.0035468,-0.00141271,0.0263702,0.0275008,-0.00429984,0.00469867,-0.0120696,-0.023044,
119,0.0123638,-0.00411523,-0.00271522,-0.00225989,-0.0422468,-0.0300891,0.00424575,0.0101556,0.0151966,-0.02851,-0.0264771,0.0103743,-0.0112142,0.00634596,-0.0109162,-0.0235982,0.0235752,-0.00738241,0.00336097,-5.47E-18,-0.00330739,-0.000803052,-0.0018711,-0.00380762,0.0123762,0.00414432,-7.50E-17,3.05E-18,-0.00590095,0.00223396,0.0122298,-0.00272537,-0.00510505,-0.00303153,0.018957,0.00310171,0.00282227,-0.00738783,-0.0167725,-0.0101934,
120,-0.00248396,-0.0102479,0.0261051,-0.00724802,0.0190476,0.0327556,-0.0363094,0.012648,-0.0362295,0.0188261,0.0208989,0.0263741,-0.00860383,0.00386493,0.00886557,-0.000619707,0.0116163,0.00169996,0.000893256,-0.00549451,0.00175678,-0.00723327,-0.00249948,0.00221283,0.000977995,0.00339888,0.00398089,-0.0249362,8.46E-17,0.00141844,-0.0137679,0.00147152,-0.00138149,0.0012163,0.0106992,0.000249364,0.00139021,-0.0189143,-0.00666901,0.0213701,
121,-0.000622536,-0.00317301,-0.00515062,0.0269222,0.00491884,0.0290317,0.0712258,0.0160128,0.0245357,-0.0371377,0.000701066,0.000588466,-0.0248521,-0.0156028,-0.0195481,0.00578752,-0.010097,0.00445482,0.00379295,-0.0201778,-0.00409197,-0.00303582,-0.00501148,0.00160578,0.0258915,-0.00532301,-0.000793021,-0.00362465,0.00487598,-0.00101174,-0.00769231,0.00587741,0.00296443,-0.00182223,-0.00289933,-0.000398883,-0.000880371,-0.00473274,0.0107067,-0.00385423,
122,-0.00851329,-0.00435584,0.00957013,-0.0417685,-0.00244738,-0.0177756,0.0732354,0.0256895,-0.0484456,0.00639699,0.00924758,0.0164674,0.00889968,0.010704,0.0117066,-0.00226058,0.007,-0.00380148,-0.0031118,8.23E-18,-0.00684797,-0.0115713,0.00167891,0.00380762,-0.00190476,0.00510825,0.0047619,0.000808407,-0.000632911,-0.00222807,-0.00832616,-0.00166945,0.00256158,-1.20E-16,0.00757371,-0.00897845,0.00142339,-0.00108392,0.000384575,0.00815283,
123,0.00691099,-0.0365135,-0.0010878,0.0111291,-0.0721295,0.00597709,-0.0130191,0.0188998,0.00842761,0.00972144,-0.0102735,0.00231437,0.0491179,0.00936864,-0.00415838,-0.00370752,-0.0266137,-0.00699597,0.00780379,0.00441285,-0.0161545,0.00184843,0.00670438,-0.00239569,0.000715649,-0.00459826,0.00263296,0.00868336,0.00358877,0.00243605,-0.00694847,-0.00752508,-0.00334119,-0.00162272,-0.00838926,-0.0289913,-0.000846052,0.00364031,-0.0172293,-0.0243978,
124,0.0112313,0.0300384,-0.00264468,-0.0376061,-0.0341089,0.0348242,-0.0316125,0.0342331,0.00469376,0.0198111,-0.0133259,0.0506061,-0.0452895,0.0232042,0.00453885,-0.00909655,0.0230565,-0.0106746,-0.00530973,-0.00219673,-0.00360433,0.00225502,0.00561915,0.0040024,0.00381406,-1.02E-18,-0.0178571,-0.001001,-0.00231384,0.0036452,-0.0142857,-0.000210615,0.001972,-0.00223486,0.00758037,0.00870827,-0.00423384,0.0137063,0.00348494,0.0219873,
125,0.0193336,0.0295015,-0.0216815,0.0352633,-0.0903367,-0.038437,0.00657586,-0.000437445,-0.0393118,0.0205156,0.0282912,-0.0177656,-0.0136109,-0.000788799,-0.00795229,0.00417275,0.00418827,0.00668968,-0.00266904,0.00244618,0.00180868,0.000204541,-0.00227649,-0.00279051,-0.00189979,-0.00267445,0.0026738,-0.00180361,0.0016867,0.00262308,0.00177462,-0.00947967,0.000393623,-0.00712686,0.0161214,0.0205036,-0.00316337,-0.0127641,0.00244516,0.0242637,
126,-0.00161421,-0.016469,0.0137117,-0.00322209,0.02257,0.00182451,0.0408306,-0.0354486,-0.0238406,-0.0106743,0.00373289,0.0261048,-0.0160308,-0.012236,-0.00182183,0.00228548,-0.0129096,0.00192926,-0.000669045,-0.0158614,0.0118355,0.00490798,6.94E-19,-0.00519688,0.0019034,-0.0134081,-0.0096,0.00662518,0.00147337,0.00342121,-0.022734,0.00127605,-0.00255754,-0.00328138,-0.00753619,-0.0168186,-0.00395823,-0.00920021,0.00212104,0.000872395,
127,-0.00303153,0.00334896,-0.0136835,0.00992842,0.00912301,-0.00298013,-0.0694911,0.0406836,0.0667072,0.00629383,-0.00137741,-0.00981283,0.00350588,0.0137862,-0.00073006,-0.0107794,0.00100604,0.0124091,0.0069181,-0.00520704,-0.0142744,0.0022385,-0.00414852,-0.00140647,0.00759915,-0.00345935,-0.0123856,0.00757878,0.00147121,-0.00100281,0.00392749,-0.00339847,0.000986193,-0.00493827,-0.00486245,0.00537772,-0.0117849,-0.0178678,-0.00917172,0.00254786,
128,0.00506791,-0.00116822,-0.00382714,0.0233196,0.021289,-0.020093,-0.00168634,-0.00537713,0.122451,0.0173338,-0.0231724,-0.013397,-0.02836,0.0106425,-0.00840183,0.000628667,0.0040201,0.0114117,-0.00110816,-0.0114656,0.00663717,-0.00385787,0.00291606,-0.00120724,0.00117841,-0.00123977,0.00654308,-0.00118765,-0.00314795,-0.000401526,-0.0141438,-0.00234442,-0.000394089,-0.00909843,0.00502008,-0.00366786,-0.00253068,0.014719,-0.0245657,0.00210667,
129,-0.00141186,-0.0304094,0.00304146,0.0283735,-0.00571102,0.0013557,0.0132722,-0.00511397,-0.0425208,-0.038117,-0.00663654,-0.0226935,0.00549915,0.00331513,-0.00313133,0.0121466,-0.0034034,-0.00417885,-0.0115376,-0.0219365,0.0045954,0.00142682,-0.00893043,-0.00221595,0.00329567,-0.0109235,-0.0067714,-0.015656,-0.00505263,0.00220928,-0.00396825,0.00299081,-0.0035482,0.00542571,0.00905761,-0.0284283,-0.0039968,0.0111174,-0.0122637,0.0198545,
130,-0.00828116,-0.00896088,-0.000319183,-0.00564849,-0.0206778,0.0279235,0.0569183,0.028198,-0.0322205,0.0220964,0.0181947,0.0331176,0.0191418,0.00544218,0.00960828,0.0146907,0.00843712,0.00692405,-0.0157127,-0.00283578,-0.000596659,-0.00447792,0.0121542,0.00242277,-0.00422337,0.00301205,0.00299973,0.00664385,0.00232755,-0.00160321,-0.00214527,0.00127796,-0.00296736,0.00041511,-0.0116164,-0.022945,-0.00617629,-0.003316,-0.0289336,-0.0155744,
131,-0.00183299,0.00295601,-0.00255428,-0.00852087,-0.0410557,0.0195917,0.0247859,0.0188544,0.0555251,-0.0110774,-0.01773,-0.013633,-0.0177503,0.0121786,0.0183016,0.00285481,0.0306773,-0.00291727,-0.00843786,-0.000258532,-0.00298507,-0.00224903,0.00724638,-0.0114804,-0.00282752,0.00225225,0.00108755,-0.0024,-0.000844416,6.89E-17,0.0285627,0.00850883,-0.000595238,0.00124481,0.000934891,0.00743294,0.0110951,0.00560342,-0.000380532,0.0116994,
132,0.00326464,0.045423,0.00288092,0.0110181,0.0189602,-0.0426288,-0.0373791,0.0189261,0.00373521,0.0164408,-0.0255827,0.0388495,-0.00840513,-0.0162338,0.0053918,-0.00691338,0.0158485,0.0121212,-0.0167893,-0.00362038,-0.000199601,0.00122951,-0.00349435,-0.00387123,0.0044896,-0.00848939,0.0187398,-0.0124298,-0.00549334,0.000602168,0.00507614,-0.00253111,-0.00436768,0.00435143,0.00660484,0.0453914,-0.0029517,0.00755729,0.00255053,0.00420513,
133,-0.0111857,-0.00165837,0.0279285,0.0176548,-0.0210084,-0.0335638,0.0306076,-0.00880572,-0.0194335,0.0247067,0.00845974,-0.0111471,0.00275482,-0.0166958,0.00268144,0.004095,0.0055175,-0.00206484,-0.00374269,0.00415261,-0.00159713,0.00102333,0.00577558,-0.00593168,-0.00376382,-0.0010073,0.00186617,0.00162404,-0.00722328,0.00120361,0.00445633,-0.00126877,0.000398804,0.0078399,-0.0137195,-0.0147803,0.00696573,-0.00321454,0.0144669,-0.012857,
134,0.0220074,0.017608,-0.000931532,0.0248447,0.0395463,0.0361257,0.0403369,-0.0197113,-0.00263546,0.00607112,0.00520683,0.0103636,0.0240913,0.010464,-0.0117668,-0.0108075,0.00189215,0.00455204,-0.0241841,0.00361851,0.00659868,0.0028624,0.00410172,0.00144033,-0.00118064,0.00680615,-0.0119745,0.0180381,-0.00641986,0.00300541,-0.00443656,-0.00021173,-0.00139526,-0.00573183,0.01008,0.00991487,-0.00245573,-0.00911991,-0.00172175,0.0197521,
135,0.0134836,-0.0264447,0.000777001,-0.00167189,0.00353878,-0.0768065,0.0155518,-0.00212404,-0.00634182,0.0187931,0.00546763,0.0181753,0.00598432,-0.00214928,-0.00216489,-0.0197897,-0.0117092,-0.0125644,0.0101059,0.00463559,0.0357569,-0.00224261,0.0161356,0.00575303,0.00141844,0.00475714,-0.0137355,0.00676886,0.00861512,0.00419497,0.00237671,0.0016942,0.00159681,-0.00102944,0.0255472,-0.0276022,0.00700392,0.0131934,0.0018747,0.00542736,
136,0.0172756,-0.0274983,0.0330745,0.0140255,-0.0223332,0.00255428,-0.0184602,0.00794664,0.0284012,0.000169233,-0.0128792,0.033404,-0.0229744,-0.0139025,0.00397758,-0.00147213,-0.0122301,0.00521485,0.0147689,0.00563958,-0.0130418,-0.00204332,0.00301508,-0.00796731,-0.00141643,-0.00348866,-0.0185691,-0.0122602,-0.00640615,0.00238711,-0.00266746,-0.00211416,-0.00298924,0.00288541,0.0188128,-0.0253198,0.0292669,0.0153012,-0.0136222,0.0142548,
137,-0.0130783,0.0194828,0.00571171,-0.00412882,0.0228434,-0.0353048,0.00833511,0.00478671,-0.0491312,-0.0153976,-0.000579878,0.0153925,0.0100777,-0.00794281,0.0052224,-0.0206403,0.0263107,-0.00415024,-0.0194836,-0.0112159,-0.0136028,-0.0126945,0.0198397,0.00411862,-0.000236407,0.004001,-0.008069,0.0182182,0.0027939,0.00257988,0.00326895,-0.0059322,-0.00479712,-0.00226058,-0.0122891,0.0139378,-0.000568695,0.0077224,-0.00538756,-0.0104213,
138,-0.0294699,-0.0167428,-0.000149454,-0.0588723,-0.0655304,0.00471609,0.0135651,-0.0255009,0.0292614,0.00790514,0.0201625,-0.00791646,-0.0112243,0.0172138,0.0116446,0.00129032,-0.0316682,-0.00604293,0.00167584,-0.00309358,-0.00216706,-0.00435504,-0.00471605,-0.00430681,-0.000709388,0.00199253,-0.00981767,-0.0261502,-0.00450064,0.00277118,0.0275474,-0.000639386,0.00160675,0.00123584,-0.0226921,-0.00791613,0.00344758,-0.00401728,-0.00404349,0.000225436,
139,-0.00387202,0.0343997,-0.00807175,-0.0376652,-0.113208,0.00262861,-0.0127562,-0.0376707,0.0224054,0.00835465,0.00725153,-0.0137521,0.00756779,-0.0324675,-0.00265628,0.00579897,0.0159626,-0.00188679,0.0380019,-0.000517197,-0.0144126,-0.0114559,-0.0246792,0.00432544,-2.35E-18,-0.00621427,0.0481586,5.30E-17,-0.00968784,-0.0035531,-0.0487172,-0.00298571,-0.00260678,0.00144003,-0.000989446,0.0340198,0.00670469,0.00386401,0.00647286,0.00643956,
140,-0.00797872,0.02145,-0.00587703,0.0341039,0.0553191,0.0376404,-0.0182165,0.0345137,0.00268762,0.000676361,0.00042349,0.0228955,-0.00792823,-0.00793167,0.0078125,0.00896861,0.00114965,0.0176434,0.0250979,0.0126779,0.00120192,0.000842815,-0.00182186,0.00553733,0.00520587,0.00175088,0.0124324,-0.00464365,-0.0023913,-0.0180269,-0.00363636,0.00192513,-0.00804182,-0.00739523,-0.00825355,0.0145993,0.00732273,0.00364655,0.00711622,-0.0451085,
141,-0.00989895,-0.0107439,0.00697287,0.00309872,-0.0184812,-0.0792276,0.003452,-0.00823224,-0.0252577,-0.0238256,0.0131226,0.00706833,-0.0275499,0.0239852,0.0017618,-0.00571429,-0.011866,-0.00330237,0.00179695,-0.00281042,-0.00040016,-0.000210526,0.00141959,-0.00265144,0.00258945,0.000749064,-0.00213561,0.00831643,6.51E-18,-0.00342949,0.0115572,0.00533732,-0.0016214,-0.000413907,-0.0161119,-0.0127961,0.00404592,-0.0337426,-0.0108823,0.00636559,
142,-0.0374922,-0.0133289,0.0124944,0.00397176,0.00513523,0.00274402,0.0505268,0.0227173,0.053834,0.020772,0.00167131,0.0116979,-0.0125433,-0.0188188,-2.02E-17,-0.0291613,0.00832849,0.00207082,-0.0127803,0.0125544,0.013811,0.00315856,-0.00141758,2.56E-17,0.00704391,0.00998004,-0.00642055,0.010863,0.0104598,0.0048583,-0.00360794,-0.0046719,0.00588713,0.000621118,-0.0371498,-0.0165539,-0.000393133,-0.00978344,0.00664706,-0.00682469,
143,0.0383034,-0.00733823,-0.0162058,0.0340659,0.028951,-0.0107506,-0.0124847,-0.0152357,0.00572059,0.0101747,0.00375417,-0.0386521,0.0304424,0.00530504,-0.000879353,-0.00109625,-0.00307338,-0.00330647,0.00227118,-0.0108806,0.00730503,0.0027288,-0.00669235,-0.000817996,-0.00722779,0.00197628,-0.0123856,0.00457711,-0.00776364,0.012087,0.0078455,-0.00405377,-0.00383451,0.00227602,0.0413241,-0.0100042,-0.00609596,0.00372701,-0.0181018,-0.0171957,
144,0.0289704,0.00756048,-0.00211576,-0.0104145,-0.0834161,0.0450504,-0.0478756,0.03369,-0.0020956,0.0186335,0.0184236,-0.0161512,0.0359192,0.0186726,-0.000704101,0.0151449,0.0157996,0.00435414,-0.00135962,0.00946534,-0.00196002,0.00418673,0.00244998,0.00266066,-0.00328793,0.00493097,0.0128135,-0.00891442,-0.00326016,0.00218949,-0.0185629,0.00342759,-0.00222853,-0.000206441,0.030843,0.00780623,0.00296775,0.00129611,-0.0240009,-0.0143247,
145,-0.0105327,-0.00083375,0.00711798,0.0307131,0.26255,0.0355455,-0.00674793,-0.0223808,0.0097,0.00675676,0.00557671,-0.0132728,-0.00718096,0.0041841,0.000528448,-0.00648649,-0.00417299,0.0175475,0.00249603,0.00861632,0.0119796,-0.00854701,-0.00692464,-0.00285773,-0.00471254,0.00147203,-0.00215343,0.00459724,-0.00174444,-0.00119166,-0.0122026,0.00149445,0.00629442,-0.00412967,-0.00700537,0.0132102,-0.00387954,-0.00143437,0.00332634,0.0224567,
146,0.00573183,0.00884513,-0.00992481,0.0335487,-0.034611,0.0118678,-0.0587333,-0.00829876,0.0257502,0.00523817,0.0170431,0.039823,0.0260384,-0.00496032,-0.0128521,0.00631121,-0.0348571,0.00202881,0.00430059,0.0080402,-0.00776247,-0.00336417,0.0116899,-0.00818833,-0.0151515,-0.00367467,-0.0094416,0.000198965,-0.00764526,0.00377809,-0.0120445,0.00170539,0.00383374,0.00165872,-0.00784598,0.00282752,-0.00528088,0.0122972,0.00189446,-0.0586145,
147,0.0199471,-0.0138958,-0.00151883,0.0330645,0.115852,-0.00866113,-0.0188591,-0.0372241,0.0166071,0.0065136,-0.000664982,0.0142979,-0.0114804,0.00538385,0.000356697,0.0168685,-0.0134202,0.0060741,0.00292991,0.00548355,0.00156464,-0.00464135,0.00304075,-0.00804954,0.00625,0.00540939,0.00217865,0.0103441,-0.00594321,0.00257528,-0.0250078,0.00978932,-0.00321608,-0.00103498,0.0104997,-0.0252193,-0.00537527,-0.00332249,0.0149695,-0.0112881,
148,-0.0492916,0.0011743,-0.00562823,0.00312256,-0.0116835,0.0354933,-0.00379687,-0.0401618,-0.0372305,0.0161786,-0.0139739,0.0283605,0.0254686,-0.00575169,0.0121234,0.0253084,0.00580116,0.00181123,-0.0130337,-0.0193356,0.00117165,0.00402713,0.00202102,0.00457761,0.0057334,0.00855955,-0.00815217,-0.00964757,-0.00487157,0.00632286,0.000961847,0.00210748,-0.00181488,0.00227932,-0.0429436,0.00133912,-0.00894049,-0.00215293,0.00667572,0.00530851,
149,-0.0274979,0.0222855,-0.000458926,0.0354086,-0.0744224,-0.00421867,0.0497856,-0.0174863,-0.0525797,-0.00987104,-0.00647861,-0.0089752,-0.00735148,0.00179533,0.0010569,-0.0128604,-0.0117343,-0.000200884,-0.0068306,-0.00101112,0.00273064,-0.00485539,-0.00665591,-0.006628,-0.00498812,0.00121242,-0.000821918,0.00894632,0.00333778,-0.00373061,-0.0144138,-0.00378549,0.00141414,0.00020674,-0.0179344,0.0223601,0.00249091,0.00967428,-0.016116,0.0219899,
150,0.0328081,-0.0121292,-0.0131619,-0.00150319,0.0447025,0.0356575,0.0310869,-0.044335,0.000104123,0.00996945,0.00747181,-0.018113,-0.00920737,0.0131422,0.0114376,-0.00210128,0.000201248,-0.00120555,0.00527281,0.00531377,0.00272321,0.00424268,-0.00263959,-0.00542118,-0.0116973,0.00339065,0.00301618,-0.00768473,0.00598802,0.00275916,0.0155996,-0.00548871,0.00161388,-0.000620091,0.0293171,-0.0183654,-0.0107783,0.0171641,0.0564677,0.033443,
151,0.0424242,-0.00945744,-0.00651365,0.0073391,-0.0577938,-0.0420999,0.0143046,0.00448952,0.058303,-0.00398026,0.0106526,-0.0119068,-0.00121212,0.00353774,-0.00713292,-0.00800168,0.0124748,0.00462684,0.000684151,-0.00679587,0.00775946,-0.000422476,0.00285016,0.0048218,0.000241546,-0.00337919,0.00984144,0.00337569,0.0103616,0.00687893,-0.00384,0.00424538,-0.00362538,0.00144778,0.0424172,-0.00735568,-0.00600794,0.00111819,-0.00745549,0.00428053,
152,-0.0310746,-0.00117253,-0.00468311,0.0558565,0.0560307,-0.0186833,-0.0247342,-0.00860785,0.0337432,-0.000959079,0.0233489,0.0288527,0.0309466,0.00430866,0.0119152,-0.00658034,0.0228537,-0.000600721,-0.000227894,-0.00608211,-0.000962464,0.00359256,0.0180674,0.00354684,-0.000241488,0.0104141,0.0143476,-0.00752028,-0.00807331,0.00195198,-0.0028911,0.00126823,-0.001415,0.000826105,-0.0318226,0.000268485,-0.00382461,0.011914,0.0308681,-0.00279606,
153,0.0136561,-0.0218011,-0.00360728,-0.0284855,0.00753979,0.0413418,0.0489433,-0.00333946,0.000951656,0.02288,0.00430248,-0.0100627,-0.00392388,-0.000195008,0.00225108,-0.00448718,-0.00136002,0.00480866,0.000911785,0.00280469,0.0111753,-0.0050537,0.00538385,0.0004158,-0.00289855,-0.00599233,0.0264211,0.00398804,-0.0149582,0.00136372,0.0344716,0.00232214,-0.00101215,-0.00144449,0.0180508,-0.0140648,-0.000925545,-0.00321102,-0.00764908,-0.000512908,
154,0.000408247,0.019544,-0.00204628,0.0189401,0.0282705,0.0107958,-0.00233298,-0.00284805,-0.0612284,0.00344126,-0.0224588,-0.0368272,0.0094544,0.0068266,-0.00535591,-0.0113758,-0.0110895,-0.00458624,0.0145753,-0.0086448,-0.00190549,0.00148148,-0.01309,-0.0141313,0.00193798,0.00434049,-0.0026001,-0.000595829,-0.00133988,0.00350195,0.0155715,0.000210615,-0.00547112,-0.000206654,0.00304333,0.0272242,-0.0140333,0.00187913,0.0113246,0.011495,
155,-0.00734544,-0.0422062,-0.0175079,0.00661305,0.0358491,-0.0406546,-0.00892857,0.0339382,-0.0419283,-0.0020265,-0.0233732,0.0050173,0.00760976,-0.0110422,0.00451624,-0.0106383,0.0218375,0.00480769,0.00718294,0.0174404,-0.0110729,-0.00253593,0.00884244,0.00126476,0.00241779,0.0117647,0.00808133,0.00258347,-0.00626118,0.0110508,-0.00643974,-0.00189514,-0.00264874,3.71E-17,-0.0106853,-0.0250716,-0.000869989,0.00535888,-0.0211313,0.00226612,
